OTU.ID	LP_ICE_21_Core1_0.10_cDNA	LP_ICE_21_Core1_0.10_DNA	LP_ICE_21_Core1_10.20_cDNA	LP_ICE_21_Core1_10.20_DNA	LP_ICE_21_Core1_20.30_cDNA	LP_ICE_21_Core1_20.30_DNA	LP_ICE_21_Core1_30.40_cDNA	LP_ICE_21_Core1_30.40_DNA	LP_ICE_21_Core1_40.50_cDNA	LP_ICE_21_Core1_40.50_DNA	LP_ICE_21_Core1_50.60_cDNA	LP_ICE_21_Core1_50.60_DNA	LP_ICE_21_Core1_60.70_cDNA	LP_ICE_21_Core1_60.70_DNA	LP_ICE_21_Core1_70.80_cDNA	LP_ICE_21_Core1_70.80_DNA	LP_ICE_21_Core1_80.90_cDNA	LP_ICE_21_Core1_80.90_DNA	LP_ICE_21_Core1_90.100_cDNA	LP_ICE_21_Core1_90.100_DNA	LP_ICE_21_Core2_0.10_cDNA	LP_ICE_21_Core2_0.10_DNA	LP_ICE_21_Core2_10.20_cDNA	LP_ICE_21_Core2_10.20_DNA	LP_ICE_21_Core2_100.110_cDNA	LP_ICE_21_Core2_100.110_DNA	LP_ICE_21_Core2_20.30_cDNA	LP_ICE_21_Core2_20.30_DNA	LP_ICE_21_Core2_30.40_cDNA	LP_ICE_21_Core2_30.40_DNA	LP_ICE_21_Core2_40.50_cDNA	LP_ICE_21_Core2_40.50_DNA	LP_ICE_21_Core2_50.60_cDNA	LP_ICE_21_Core2_50.60_DNA	LP_ICE_21_Core2_60.70_cDNA	LP_ICE_21_Core2_60.70_DNA	LP_ICE_21_Core2_70.80_cDNA	LP_ICE_21_Core2_70.80_DNA	LP_ICE_21_Core2_80.90_cDNA	LP_ICE_21_Core2_80.90_DNA	LP_ICE_21_Core2_90.100_cDNA	LP_ICE_21_Core2_90.100_DNA	LP_ICE_21_Core3_0.10_cDNA	LP_ICE_21_Core3_0.10_DNA	LP_ICE_21_Core3_10.20_cDNA	LP_ICE_21_Core3_10.20_DNA	LP_ICE_21_Core3_20.30_cDNA	LP_ICE_21_Core3_20.30_DNA	LP_ICE_21_Core3_30.40_cDNA	LP_ICE_21_Core3_30.40_DNA	LP_ICE_21_Core3_40.50_cDNA	LP_ICE_21_Core3_40.50_DNA	LP_ICE_21_Core3_50.60_cDNA	LP_ICE_21_Core3_50.60_DNA	LP_ICE_21_Core3_60.70_cDNA	LP_ICE_21_Core3_60.70_DNA	LP_ICE_21_Core3_70.80_cDNA	LP_ICE_21_Core3_70.80_DNA	LP_ICE_21_Core3_80.90_cDNA	LP_ICE_21_Core3_80.90_DNA	LP_ICE_21_Core3_90.100_cDNA	LP_ICE_21_Core3_90.100_DNA	LP_ICE_21_MoComE_cDNA	LP_ICE_21_MoComE_DNA	LP_ICE_21_NTC.Index_cDNA	LP_ICE_21_NTC.Index_DNA	LP_ICE_21_NTC.TS_cDNA	LP_ICE_21_NTC.TS_DNA	LP_ICE_21_Snow1_cDNA	LP_ICE_21_Snow1_DNA	LP_ICE_21_Snow2_cDNA	LP_ICE_21_Snow2_DNA	LP_ICE_21_Snow3_cDNA	LP_ICE_21_Snow3_DNA	LP_ICE_21_Snow4_cDNA	LP_ICE_21_Snow4_DNA	LP_ICE_21_Snow5_cDNA	LP_ICE_21_Snow5_DNA	LP_ICE_21_Snow6_cDNA	LP_ICE_21_Snow6_DNA	LP_ICE_21_Snow7_cDNA	LP_ICE_21_Snow7_DNA	LP_ICE_21_Water1_cDNA	LP_ICE_21_Water1_DNA	LP_ICE_21_Water2_cDNA	LP_ICE_21_Water2_DNA	LP_ICE_21_Water3_cDNA	LP_ICE_21_Water3_DNA	taxonomy
13983	d347e1b5a847a8bd5d95d9ed75a9c4ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14140	24d35afcf5495ada2ebd0208dafeea4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14153	864eb1dcd5c18abd4713cc83fcc9160a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14161	d114f7ad4fec4f8165554471559f334b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14184	034d348116d72d1b39d9f8e2a8b992cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14563	364070a8d77c84f499196b1f6feb0c5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(99); Cyanobacteriia(99); Chloroplast(93); Chloroplast_fa(93); Chloroplast_ge(93)
14591	2cff5fc521a02f739ba897985b4e99ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
14633	ecb693fb4fcedfbca0b33f7b378902d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(96); Cyanobacteriia(96); Chloroplast(88); Chloroplast_fa(88); Chloroplast_ge(88)
14693	7f6b89291f0d75fa7868577d994a1d30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(86); Chloroplast_fa(86); Chloroplast_ge(86)
14838	77d11ad9af7646212e558e0c4f84289a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15038	174a0476f009c07254e15a3be32c4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15048	601c9614dcd5c06be1e455a3195ba734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15067	731796e76df1bf84ca4aa308cc1cf866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15110	592de442e0d2b3066e0670b0e996e376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15115	d310fbc26c0d7825aa9927369dd83804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15371	d324df9e6263d71e5dfcdee402882978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15517	69e0afcd4ca36844f5e1c5c58be0f42d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15548	c27cc03f6bb0fddcf0e9ba352331c80b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15698	d6cc57577285add532530f808f0ea117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15764	46095d8536de9bdaff67566a00f1819a	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15879	49444045963315f26a16ffca922e39e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
15972	6dc85c99cd066b2c4f759ca1eb5e386d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16092	f64fe96fcc05922f157f87676b63e91f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(98); Chloroplast_fa(98); Chloroplast_ge(98)
16142	8438fcd97c2cc1fca6fec148e00cde0e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16288	b0cdefc68c211e72f4db6f058b9dc281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16650	eb5ae556d9667e68832b0ffe54c1fece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16678	0c41be118a06404412f630292299f166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16710	31ded14548f9b82b97b2ea7734db6dd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(99); Cyanobacteriia(99); Chloroplast(96); Chloroplast_fa(96); Chloroplast_ge(96)
16748	113895c4ba6b70a599dadc28cd0ac53a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16772	3a6d00cf7619f870a06fd0b0da02a7d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
16891	c7b99aa002ba25113d40039a55964300	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(93); Cyanobacteriia(93); Chloroplast(91); Chloroplast_fa(91); Chloroplast_ge(91)
17156	328e0ad9cbc9a9e193053f74d653a2bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17279	4e2e83d584bfaafb1b0ed27cb4eb78d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(96); Chloroplast_fa(96); Chloroplast_ge(96)
17460	2580049ba2d0a7000428d39a489d3f5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17552	0570fd2bc2e936f62f1a0568111e44f2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17844	b42fa08bcf567c81b02b7f82d19c06bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(98); Chloroplast_fa(98); Chloroplast_ge(98)
17923	d9331bd2190f82afd1330a88c3aa9ca1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17932	efd7c84024c0553033b5fff1eded2e22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17966	9de2beb6a4c4f7bf55d400bcfa15cc09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17973	e16a7a6a9eff1b1e90c258c5ccc6f011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
17974	64617577fa33f23c8c80f97491def9e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
18372	33a4a0b23473aec54e117734d5117834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(99); Cyanobacteria(99); Cyanobacteriia(99); Chloroplast(80); Chloroplast_fa(80); Chloroplast_ge(80)
18582	e6eafb63991ea15caafcffe867c9a1f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(95); Chloroplast_fa(95); Chloroplast_ge(95)
18614	8a7d02d52cc1fd09691e74832ae8cc1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(95); Chloroplast_fa(95); Chloroplast_ge(95)
19331	d969a0a177d52826db0855846c4c2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(99); Cyanobacteriia(99); Chloroplast(98); Chloroplast_fa(98); Chloroplast_ge(98)
